Computational basis states,Probabilities
010101101111000,0.012
010101110000100,0.012
010101110001101,0.012
010101110010101,0.012
010101110011000,0.012
010101110011110,0.012
010101110011111,0.012
010101110100001,0.012
010101110100011,0.024
010101110100101,0.024
010101110100110,0.024
010101110100111,0.012
010101110110001,0.012
010101110110011,0.012
010101110110101,0.024
010101110110110,0.012
010101111000000,0.012
010101111000111,0.012
010101111010010,0.012
010101111011000,0.012
010101111011111,0.012
010101111100110,0.012
010101111100111,0.012
010101111101010,0.012
010101111110010,0.012
010110000000000,0.012
010110000000011,0.024
010110000000101,0.012
010110000001000,0.012
010110000001100,0.012
010110000001110,0.012
010110000010100,0.012
010110000010101,0.012
010110000011000,0.024
010110000011100,0.012
010110000100000,0.012
010110000100001,0.012
010110000100111,0.012
010110000101000,0.012
010110000101011,0.012
010110000110010,0.012
010110000111011,0.012
010110001011000,0.012
010110001100011,0.012
010110001110111,0.012
010110010000000,0.012
010110010000101,0.012
010110010000111,0.012
010110010001010,0.024
010110010001111,0.012
010110010010010,0.012
010110010010101,0.012
010110010011000,0.012
010110010011001,0.012
010110010011011,0.012
010110010011110,0.012
010110010100000,0.012
010110010100100,0.012
010110010100101,0.012
010110010101100,0.012
010110010101101,0.037
010110010101111,0.012
010110010110100,0.012
010110010111000,0.012
010110011000101,0.012
010110011001001,0.012
010110011001111,0.012
010110011010001,0.012
010110011011000,0.012
010110011101100,0.012
010110100000110,0.012
010110100001010,0.012
010110100010010,0.012
010110100011111,0.024
010110100100000,0.012
010110100100001,0.012
010110100100101,0.012
010110100100110,0.012
010110100101000,0.012
010110100101001,0.012
010110100101010,0.012
010110100101011,0.012
010110100101111,0.024
010110100110000,0.012
010110100110101,0.012
010110100111001,0.012
010110100111101,0.012
010110101000001,0.012
010110101001010,0.012
010110101010100,0.012
010110101011100,0.012
010110101100100,0.012
010110101111100,0.012
010110101111110,0.012
010110110000001,0.012
010110110000010,0.012
010110110001110,0.012
010110110010001,0.012
010110110010101,0.024
010110110011100,0.012
010110110011110,0.012
010110110100000,0.012
010110110100011,0.012
010110110101110,0.012
010110110110111,0.012
010110110111010,0.012
010110111011111,0.012
010110111100100,0.012
010110111110001,0.012
010110111110110,0.012
010111000000000,0.012
010111000000111,0.012
010111000010001,0.012
010111000010011,0.012
010111000010100,0.012
010111000010111,0.024
010111000011001,0.012
010111000011010,0.024
010111000100000,0.012
010111000100010,0.012
010111000100100,0.012
010111000100110,0.012
010111000100111,0.012
010111000101111,0.012
010111000110111,0.012
010111000111010,0.012
010111000111101,0.012
010111001000000,0.012
010111001001001,0.012
010111001010001,0.012
010111001011001,0.012
010111001100000,0.012
010111001101100,0.012
010111001101110,0.012
010111010000111,0.012
010111010001001,0.012
010111010001111,0.012
010111010010010,0.012
010111010010100,0.012
010111010011001,0.024
010111010011011,0.012
010111010011100,0.012
010111010011101,0.012
010111010100000,0.012
010111010100001,0.012
010111010100010,0.012
010111010100110,0.012
010111010100111,0.012
010111010101110,0.012
010111010110000,0.024
010111010110011,0.012
010111010111011,0.012
010111010111100,0.012
010111010111101,0.012
010111011000001,0.012
010111011000100,0.012
010111011100111,0.012
010111011101101,0.012
010111011101110,0.012
010111011110011,0.012
010111011110101,0.012
010111100000010,0.012
010111100000111,0.012
010111100001000,0.012
010111100001010,0.012
010111100001011,0.012
010111100001100,0.024
010111100001110,0.024
010111100010110,0.012
010111100011001,0.012
010111100100001,0.012
010111100100011,0.012
010111100100101,0.012
010111100100110,0.012
010111100101000,0.012
010111100101100,0.024
010111100101101,0.012
010111100101110,0.012
010111100101111,0.012
010111100110000,0.012
010111100110011,0.037
010111101000010,0.012
010111101000100,0.012
010111101010001,0.012
010111101010011,0.012
010111101011100,0.012
010111101100100,0.012
010111101100110,0.012
010111110000000,0.012
010111110000100,0.012
010111110000101,0.024
010111110000110,0.024
010111110010010,0.024
010111110100000,0.012
010111110100100,0.024
010111110100111,0.012
010111110101001,0.012
010111110101011,0.012
010111110110100,0.012
010111110111110,0.012
010111110111111,0.012
010111111000010,0.012
010111111000100,0.012
010111111000110,0.012
010111111011011,0.012
010111111011110,0.012
010111111101100,0.012
010111111110011,0.012
011000000000000,0.037
011000000000001,0.012
011000000000010,0.012
011000000000100,0.012
011000000000101,0.012
011000000000111,0.012
011000000001000,0.037
011000000001001,0.024
011000000001010,0.012
011000000001011,0.012
011000000001111,0.024
011000000010000,0.012
011000000010011,0.012
011000000010100,0.012
011000000011010,0.012
011000000011011,0.012
011000000011101,0.012
011000000100110,0.012
011000000100111,0.012
011000000101001,0.012
011000000101011,0.024
011000000101110,0.012
011000000101111,0.012
011000000110000,0.012
011000000110001,0.012
011000000110100,0.024
011000000111011,0.012
011000000111100,0.024
011000000111110,0.012
011000001000010,0.012
011000001000011,0.024
011000001000111,0.012
011000001001100,0.012
011000001001111,0.024
011000001010011,0.012
011000001010100,0.012
011000001011101,0.012
011000001101010,0.012
011000001101100,0.012
011000001101101,0.012
011000001110010,0.012
011000001110100,0.012
011000001110110,0.012
011000001111011,0.012
011000010000000,0.012
011000010000001,0.024
011000010000010,0.012
011000010000011,0.024
011000010001001,0.012
011000010001100,0.012
011000010001101,0.012
011000010001110,0.012
011000010010010,0.012
011000010010011,0.012
011000010010100,0.012
011000010011001,0.012
011000010011100,0.024
011000010100001,0.012
011000010100100,0.012
011000010100101,0.012
011000010101000,0.012
011000010101001,0.012
011000010111100,0.012
011000011000100,0.012
011000011001001,0.012
011000011001100,0.024
011000011010001,0.012
011000011010101,0.024
011000011010111,0.012
011000011011100,0.012
011000011011101,0.012
011000011100100,0.012
011000011110010,0.012
011000011110011,0.012
011000011111011,0.012
011000011111111,0.012
011000100000001,0.012
011000100000010,0.012
011000100000100,0.012
011000100001111,0.012
011000100011001,0.024
011000100100100,0.024
011000100101001,0.012
011000100101011,0.012
011000100101111,0.012
011000100110000,0.012
011000100111010,0.012
011000101000110,0.024
011000101100010,0.012
011000101100111,0.012
011000101101000,0.012
011000101101010,0.012
011000101101110,0.024
011000110000001,0.012
011000110000010,0.012
011000110000110,0.012
011000110000111,0.012
011000110001100,0.012
011000110001110,0.024
011000110001111,0.012
011000110011111,0.012
011000110101000,0.012
011000110101001,0.012
011000110101100,0.012
011000110110011,0.012
011000111000000,0.012
011000111001101,0.024
011000111010100,0.012
011000111100111,0.012
011000111111110,0.012
011001000000000,0.012
011001000000010,0.012
011001000000101,0.012
011001000000110,0.012
011001000000111,0.012
011001000001010,0.024
011001000001011,0.012
011001000001100,0.012
011001000001101,0.012
011001000001110,0.024
011001000001111,0.012
011001000010000,0.012
011001000010100,0.012
011001000011001,0.012
011001000011011,0.012
011001000011111,0.012
011001000100001,0.012
011001000100010,0.012
011001000101000,0.024
011001000101001,0.024
011001000101010,0.012
011001000101100,0.012
011001000101111,0.024
011001000110101,0.012
011001000111001,0.037
011001000111101,0.012
011001001000000,0.012
011001001000001,0.012
011001001000010,0.012
011001001000100,0.012
011001001000110,0.012
011001001001010,0.012
011001001001100,0.024
011001001001110,0.012
011001001010001,0.012
011001001010100,0.012
011001001011000,0.012
011001001011100,0.012
011001001100011,0.012
011001001100101,0.012
011001001110110,0.012
011001010000011,0.024
011001010000100,0.012
011001010001001,0.024
011001010001010,0.012
011001010001100,0.037
011001010001101,0.037
011001010001111,0.012
011001010010000,0.012
011001010010010,0.012
011001010010100,0.012
011001010010101,0.012
011001010010111,0.012
011001010011000,0.024
011001010011111,0.012
011001010100001,0.012
011001010100011,0.012
011001010100100,0.012
011001010100101,0.012
011001010100111,0.012
011001010101000,0.012
011001010101001,0.012
011001010101010,0.012
011001010101111,0.012
011001010110100,0.012
011001010111011,0.012
011001010111101,0.012
011001011000010,0.012
011001011000101,0.012
011001011001010,0.012
011001011001100,0.024
011001011011010,0.012
011001011100000,0.012
011001011100100,0.012
011001011101001,0.012
011001011101111,0.012
011001011110000,0.012
011001011110110,0.012
011001100000011,0.012
011001100000110,0.012
011001100001101,0.049
011001100010000,0.012
011001100011000,0.012
011001100100000,0.012
011001100100001,0.012
011001100100010,0.012
011001100100110,0.012
011001100101011,0.012
011001100110000,0.012
011001100111110,0.012
011001101001001,0.012
011001101001111,0.012
011001101010000,0.012
011001101010010,0.012
011001101010101,0.012
011001101010110,0.012
011001101011001,0.012
011001101100011,0.012
011001101101110,0.012
011001101110111,0.012
011001101111110,0.012
011001110000000,0.012
011001110000010,0.024
011001110000100,0.012
011001110001100,0.012
011001110001110,0.012
011001110010010,0.012
011001110010100,0.012
011001110010101,0.012
011001110011001,0.012
011001110100010,0.012
011001110100011,0.012
011001110100100,0.012
011001110100101,0.012
011001110110110,0.012
011001111000110,0.012
011001111001101,0.012
011001111101110,0.012
011010000000001,0.012
011010000000010,0.012
011010000001001,0.012
011010000001010,0.012
011010000001011,0.012
011010000001100,0.024
011010000001101,0.012
011010000001110,0.012
011010000010001,0.012
011010000010010,0.012
011010000010011,0.012
011010000010101,0.012
011010000011111,0.012
011010000100000,0.012
011010000100001,0.024
011010000100010,0.012
011010000100111,0.012
011010000101010,0.024
011010000101011,0.024
011010000101101,0.024
011010000111110,0.012
011010001000000,0.024
011010001000010,0.012
011010001000101,0.012
011010001011010,0.012
011010001100011,0.012
011010001100110,0.012
011010001101011,0.012
011010010000001,0.012
011010010000010,0.012
011010010000011,0.012
011010010000100,0.012
011010010000101,0.012
011010010001100,0.012
011010010011011,0.012
011010010100010,0.012
011010010101010,0.012
011010010101110,0.012
011010010110011,0.012
011010010111001,0.024
011010010111101,0.012
011010010111110,0.024
011010011001000,0.012
011010011001011,0.012
011010011010100,0.012
011010011011000,0.012
011010011011110,0.012
011010011100101,0.012
011010011100110,0.012
011010011101000,0.012
011010011101100,0.012
011010011110000,0.012
011010100000001,0.012
011010100001001,0.012
011010100010101,0.012
011010100101000,0.012
011010100110110,0.012
011010101000010,0.012
011010101010001,0.012
011010101100000,0.012
011010101101010,0.012
011010101111010,0.012
011010110000000,0.012
011010110000011,0.024
011010110000101,0.012
011010110001000,0.012
011010110001010,0.012
011010110010001,0.012
011010110010011,0.012
011010110100011,0.012
011010110100100,0.012
011010111000000,0.012
011010111011110,0.012
011010111101001,0.012
011011000000010,0.024
011011000000101,0.012
011011000000111,0.012
011011000001001,0.012
011011000001010,0.012
011011000001100,0.012
011011000001101,0.012
011011000001111,0.012
011011000010100,0.024
011011000010101,0.012
011011000011001,0.024
011011000011010,0.012
011011000100010,0.012
011011000100011,0.012
011011000101000,0.012
011011000110001,0.012
011011000110111,0.012
011011000111100,0.049
011011001000010,0.012
011011001000101,0.012
011011001001110,0.012
011011001010000,0.012
011011001010010,0.012
011011001010011,0.012
011011001100000,0.012
011011010000001,0.024
011011010000110,0.012
011011010000111,0.012
011011010001000,0.012
011011010001011,0.012
011011010001100,0.012
011011010010100,0.012
011011010011100,0.012
011011010101100,0.012
011011010101110,0.024
011011010110001,0.012
011011010110110,0.012
011011010110111,0.012
011011010111100,0.012
011011011000010,0.012
011011011010111,0.012
011011011011000,0.012
011011011100001,0.012
011011011101100,0.012
011011011110010,0.012
011011011111000,0.012
011011100000110,0.012
011011100010000,0.012
011011100010100,0.012
011011100011000,0.012
011011100110011,0.012
011011101000101,0.012
011011101001100,0.012
011011101111001,0.012
011011101111110,0.012
011011110000000,0.012
011011110000101,0.012
011011110001010,0.012
011011110010001,0.012
011011110011100,0.012
011011110100101,0.012
011011110100110,0.012
011011110110100,0.012
011011111100001,0.012
011100000000101,0.012
011100000001000,0.012
011100000001010,0.012
011100000001100,0.012
011100000001110,0.012
011100000001111,0.012
011100000010011,0.012
011100000010101,0.012
011100000010111,0.024
011100000011100,0.012
011100000011101,0.012
011100000011110,0.012
011100000101100,0.012
011100000110001,0.012
011100000110101,0.012
011100000110111,0.012
011100000111010,0.012
011100000111011,0.012
011100001000101,0.012
011100001000110,0.024
011100001000111,0.012
011100001001011,0.012
011100001010000,0.012
011100001010110,0.012
011100001100000,0.012
011100001101001,0.012
011100001101111,0.012
011100010000010,0.012
011100010000100,0.024
011100010000110,0.012
011100010011001,0.012
011100010011100,0.012
011100010100011,0.012
011100010100111,0.012
011100010101011,0.012
011100010101100,0.012
011100010101111,0.024
011100010111100,0.012
011100011001001,0.012
011100011001100,0.012
011100011011001,0.012
011100011100101,0.024
011100011101110,0.024
011100011110100,0.012
011100100000101,0.012
011100100001001,0.012
011100100010011,0.012
011100100011101,0.012
011100100011111,0.012
011100100100011,0.012
011100100101001,0.012
011100100110111,0.012
011100100111011,0.012
011100101000010,0.012
011100101000011,0.012
011100101011111,0.012
011100101111010,0.012
011100101111111,0.012
011100110000100,0.012
011100110000101,0.012
011100110001000,0.012
011100110001001,0.012
011100110010010,0.012
011100110010110,0.012
011100110010111,0.012
011100110011001,0.024
011100110100000,0.012
011100110100100,0.024
011100110100101,0.012
011100110101000,0.012
011100110101111,0.012
011100110110010,0.012
011100110111110,0.012
011100111001001,0.012
011100111010110,0.012
011100111111010,0.012
011100111111011,0.012
011101000000011,0.012
011101000000101,0.012
011101000000111,0.012
011101000001010,0.012
011101000001011,0.012
011101000001111,0.037
011101000010010,0.012
011101000010110,0.012
011101000010111,0.012
011101000011000,0.012
011101000011011,0.012
011101000011100,0.012
011101000100000,0.012
011101000100010,0.012
011101000100011,0.012
011101000100100,0.024
011101000100110,0.012
011101000100111,0.012
011101000101010,0.012
011101000101101,0.012
011101000110001,0.012
011101000111000,0.012
011101000111010,0.012
011101001000100,0.012
011101001001111,0.012
011101001010011,0.012
011101001010110,0.012
011101001011100,0.012
011101001101101,0.012
011101001111111,0.012
011101010000011,0.024
011101010000101,0.012
011101010000111,0.012
011101010001000,0.012
011101010001110,0.012
011101010010011,0.012
011101010010111,0.012
011101010011010,0.012
011101010011110,0.012
011101010100110,0.024
011101010101000,0.012
011101010101011,0.012
011101010101111,0.024
011101010110011,0.012
011101010111010,0.012
011101011000011,0.012
011101011000111,0.012
011101011011011,0.012
011101011100111,0.012
011101011101001,0.012
011101011101010,0.012
011101011101100,0.012
011101011101111,0.012
011101011110100,0.012
011101011111001,0.012
011101100000011,0.012
011101100000110,0.012
011101100000111,0.012
011101100001100,0.012
011101100001101,0.012
011101100001111,0.012
011101100010010,0.012
011101100010111,0.012
011101100011111,0.012
011101100100001,0.012
011101100100111,0.012
011101100101001,0.024
011101100101010,0.012
011101100111100,0.012
011101100111110,0.012
011101101000100,0.012
011101101001100,0.012
011101101101011,0.012
011101101101101,0.012
011101101101111,0.024
011101101110111,0.012
011101101111000,0.012
011101110000010,0.012
011101110000110,0.012
011101110001110,0.037
011101110011010,0.012
011101110011011,0.012
011101110011100,0.012
011101110100010,0.024
011101110100100,0.012
011101110101111,0.012
011101111000011,0.012
011101111110101,0.012
011110000000101,0.012
011110000001001,0.012
011110000011001,0.012
011110000100001,0.012
011110000100011,0.012
011110000101010,0.012
011110000101100,0.012
011110000101110,0.012
011110000110111,0.012
011110000111010,0.012
011110000111011,0.012
011110000111110,0.012
011110001010111,0.012
011110001100000,0.012
011110001100011,0.012
011110001110000,0.012
011110010000000,0.024
011110010000100,0.012
011110010000110,0.012
011110010001000,0.012
011110010001010,0.012
011110010011010,0.012
011110010011110,0.012
011110010100010,0.012
011110010100110,0.012
011110010101001,0.012
011110010101011,0.012
011110010101100,0.012
011110010101110,0.012
011110010101111,0.012
011110010110100,0.012
011110010111010,0.012
011110011000000,0.012
011110011000110,0.012
011110011001100,0.012
011110011001110,0.012
011110011100011,0.012
011110011100100,0.012
011110011100110,0.012
011110100000000,0.012
011110100000001,0.012
011110100001010,0.012
011110100001011,0.012
011110100001111,0.012
011110100010001,0.012
011110100010011,0.012
011110100100111,0.012
011110100101000,0.012
011110100101001,0.012
011110100101101,0.012
011110100110000,0.012
011110101001111,0.012
011110101010111,0.012
011110101011100,0.012
011110110000000,0.012
011110110000110,0.012
011110110000111,0.012
011110110001111,0.012
011110110100011,0.012
011110110101010,0.012
011110110111001,0.012
011110111011001,0.012
011111000000001,0.024
011111000000010,0.024
011111000000111,0.012
011111000010011,0.012
011111000011100,0.012
011111000100110,0.012
011111000100111,0.012
011111000101010,0.012
011111000101011,0.012
011111000101101,0.012
011111000101110,0.012
011111000101111,0.012
011111000110000,0.012
011111000111110,0.012
011111001010100,0.012
011111001011010,0.012
011111001110001,0.012
011111010000100,0.012
011111010001100,0.012
011111010001101,0.012
011111010010101,0.024
011111010011000,0.012
011111010100010,0.012
011111010100101,0.012
011111010101001,0.012
011111010110000,0.012
011111011001011,0.012
011111011010010,0.012
011111011010100,0.012
011111011101001,0.012
011111011110111,0.012
011111011111001,0.012
011111011111100,0.012
011111100001011,0.012
011111100010000,0.012
011111100011011,0.012
011111100011111,0.012
011111100100000,0.012
011111100100010,0.012
011111100100110,0.024
011111100100111,0.012
011111100101001,0.024
011111100101011,0.012
011111100101100,0.012
011111100101110,0.012
011111100110100,0.012
011111101101000,0.012
011111110000100,0.012
011111110000111,0.024
011111110001110,0.012
011111110010110,0.012
011111110101001,0.012
011111110101101,0.012
011111110101110,0.012
011111110110010,0.012
011111110110011,0.012
011111110111011,0.012
011111111000010,0.012
011111111001000,0.012
011111111110100,0.024
100000000000000,0.012
100000000000001,0.012
100000000000101,0.012
100000000000110,0.012
100000000000111,0.012
100000000001000,0.012
100000000001101,0.024
100000000010001,0.012
100000000010011,0.012
100000000010101,0.024
100000000010111,0.012
100000000011010,0.012
100000000011100,0.012
100000000100000,0.024
100000000100001,0.012
100000000100011,0.024
100000000100101,0.037
100000000100110,0.024
100000000100111,0.012
100000000101000,0.012
100000000101001,0.024
100000000101010,0.024
100000000101011,0.012
100000000101110,0.012
100000000110000,0.012
100000000110001,0.012
100000000110011,0.012
100000000110101,0.024
100000000110110,0.024
100000000111000,0.024
100000000111101,0.012
100000001000111,0.012
100000001010010,0.012
100000001010011,0.012
100000001010100,0.012
100000001010101,0.012
100000001010110,0.012
100000001011101,0.012
100000001101111,0.024
100000001110101,0.012
100000010000011,0.012
100000010000100,0.012
100000010000111,0.024
100000010001001,0.012
100000010001011,0.012
100000010010010,0.012
100000010010100,0.024
100000010010101,0.012
100000010010110,0.012
100000010011010,0.012
100000010011111,0.012
100000010100000,0.012
100000010100001,0.012
100000010100010,0.012
100000010101001,0.012
100000010101011,0.012
100000010101101,0.012
100000010101111,0.024
100000010110100,0.012
100000010110101,0.012
100000010111110,0.024
100000011000001,0.024
100000011000011,0.012
100000011000110,0.012
100000011001000,0.012
100000011010100,0.012
100000011010101,0.012
100000011011001,0.012
100000011101011,0.012
100000011110011,0.012
100000011110111,0.012
100000011111000,0.012
100000011111001,0.012
100000011111011,0.012
100000100000000,0.012
100000100000001,0.012
100000100000010,0.012
100000100000101,0.012
100000100001011,0.024
100000100001100,0.024
100000100010001,0.012
100000100010011,0.012
100000100011011,0.012
100000100111011,0.012
100000101010011,0.012
100000101011110,0.012
100000110000101,0.012
100000110001110,0.012
100000110011010,0.012
100000110101000,0.012
100000110101010,0.012
100000110101011,0.012
100000110101111,0.012
100000111000001,0.012
100000111001001,0.012
100000111100100,0.012
100000111100111,0.012
100001000000001,0.012
100001000000010,0.012
100001000000101,0.024
100001000000110,0.012
100001000000111,0.012
100001000001000,0.024
100001000001001,0.012
100001000001111,0.012
100001000010010,0.012
100001000011000,0.012
100001000011001,0.012
100001000011011,0.012
100001000011111,0.012
100001000100110,0.024
100001000101101,0.012
100001000101110,0.012
100001000110100,0.012
100001000110110,0.012
100001000111000,0.012
100001000111010,0.012
100001001000000,0.012
100001001001001,0.012
100001001010011,0.012
100001001110111,0.012
100001010000001,0.024
100001010000010,0.012
100001010000011,0.012
100001010000111,0.012
100001010001001,0.012
100001010001010,0.012
100001010001101,0.012
100001010001110,0.012
100001010010000,0.024
100001010010100,0.012
100001010011001,0.012
100001010011100,0.012
100001010100001,0.024
100001010100010,0.012
100001010101000,0.012
100001010101100,0.012
100001010101101,0.012
100001010110010,0.012
100001010110110,0.012
100001010111010,0.012
100001010111100,0.012
100001011001001,0.012
100001011010010,0.012
100001011011000,0.012
100001011011001,0.012
100001011011110,0.012
100001011111100,0.012
100001011111101,0.012
100001100000101,0.012
100001100001001,0.012
100001100001101,0.012
100001100010010,0.012
100001100011010,0.012
100001100011101,0.012
100001100100011,0.012
100001100101101,0.012
100001100101111,0.012
100001100110110,0.012
100001101000000,0.012
100001110000100,0.012
100001110000110,0.012
100001110001001,0.012
100001110001010,0.012
100001110010111,0.012
100001110011110,0.012
100001110100110,0.012
100001111010101,0.012
100001111011100,0.024
100001111100101,0.012
100001111101100,0.012
100001111101111,0.012
100010000001010,0.012
100010000010101,0.012
100010000010110,0.012
100010000011101,0.012
100010000110100,0.012
100010000111101,0.012
100010000111110,0.012
100010000111111,0.012
100010001000100,0.012
100010001001000,0.012
100010001001011,0.012
100010001010001,0.012
100010001100011,0.012
100010001100110,0.012
100010001100111,0.012
100010001101111,0.012
100010010000000,0.012
100010010000001,0.012
100010010000010,0.012
100010010000110,0.037
100010010001001,0.012
100010010001101,0.012
100010010001110,0.012
100010010011010,0.012
100010010011011,0.012
100010010011110,0.012
100010010100011,0.012
100010010100111,0.012
100010010101001,0.012
100010010101010,0.024
100010010101111,0.012
100010010111111,0.012
100010011001011,0.012
100010011010000,0.012
100010011110001,0.012
100010100001010,0.012
100010100001011,0.012
100010100010000,0.012
100010100011111,0.012
100010100100101,0.012
100010100101111,0.012
100010100111000,0.024
100010100111001,0.012
100010101001000,0.012
100010101101100,0.012
100010101101101,0.012
100010110000010,0.012
100010110000100,0.012
100010110001011,0.012
100010110001100,0.012
100010110001101,0.012
100010110011010,0.012
100010111111011,0.012
100011000000001,0.012
100011000000010,0.012
100011000000100,0.012
100011000001011,0.012
100011000001100,0.012
100011000001111,0.012
100011000010010,0.012
100011000010011,0.012
100011000011010,0.012
100011000100011,0.012
100011000100100,0.012
100011000100101,0.012
100011000100111,0.012
100011000101010,0.024
100011000101100,0.012
100011000101111,0.012
100011000110010,0.012
100011000110011,0.012
100011000110110,0.012
100011000111001,0.012
100011000111010,0.012
100011001000110,0.012
100011001000111,0.012
100011001001000,0.012
100011001011000,0.012
100011001011011,0.012
100011001011100,0.012
100011001111000,0.012
100011010000101,0.012
100011010001100,0.012
100011010011101,0.012
100011010101101,0.012
100011010111010,0.012
100011011001010,0.012
100011011011101,0.012
100011011101011,0.012
100011011101101,0.012
100011100000010,0.012
100011100010001,0.012
100011100010011,0.012
100011100010101,0.012
100011100010110,0.012
100011100101100,0.012
100011100110100,0.012
100011100110110,0.012
100011100111101,0.012
100011101000111,0.012
100011101010110,0.012
100011101101001,0.012
100011110000000,0.012
100011110000110,0.012
100011110100010,0.012
100011110101110,0.012
100011110110000,0.024
100011111100100,0.012
100011111101011,0.012
100100000000001,0.012
100100000000101,0.037
100100000000111,0.024
100100000001001,0.012
100100000001010,0.012
100100000001011,0.012
100100000001100,0.012
100100000001111,0.024
100100000010101,0.012
100100000010110,0.012
100100000011100,0.024
100100000100000,0.012
100100000100110,0.012
100100000100111,0.012
100100000101011,0.012
100100000101101,0.012
100100000101111,0.012
100100000110000,0.024
100100000110001,0.012
100100000110010,0.012
100100000110011,0.012
100100000110101,0.012
100100000110111,0.012
100100000111001,0.024
100100000111010,0.012
100100001000011,0.012
100100001001000,0.012
100100001001001,0.012
100100001001100,0.012
100100001001101,0.012
100100001010011,0.012
100100001011110,0.012
100100001100001,0.012
100100001100011,0.012
100100001101001,0.012
100100001110101,0.012
100100010000011,0.024
100100010000111,0.024
100100010001000,0.012
100100010001011,0.012
100100010001101,0.012
100100010010000,0.012
100100010010011,0.012
100100010010100,0.012
100100010011001,0.012
100100010011010,0.012
100100010011011,0.012
100100010011110,0.012
100100010101001,0.012
100100010101010,0.012
100100010101011,0.024
100100010101101,0.012
100100010110001,0.012
100100010110100,0.012
100100010111110,0.012
100100011001111,0.012
100100011011001,0.012
100100011101011,0.012
100100011101100,0.012
100100011101101,0.012
100100100000011,0.012
100100100000110,0.012
100100100001100,0.012
100100100010001,0.024
100100100010010,0.012
100100100011001,0.012
100100100011010,0.012
100100100011110,0.012
100100100100001,0.012
100100100100100,0.012
100100100101010,0.012
100100100101110,0.012
100100100110010,0.012
100100100111011,0.012
100100100111110,0.012
100100101001000,0.012
100100101110110,0.012
100100101111000,0.012
100100110000001,0.012
100100110010101,0.012
100100110011111,0.012
100100110100000,0.012
100100110100001,0.012
100100110100100,0.024
100100110110100,0.024
100100110111011,0.012
100100110111111,0.012
100100111000001,0.012
100100111001010,0.012
100100111100110,0.012
100101000000010,0.012
100101000000101,0.012
100101000001000,0.024
100101000001100,0.012
100101000001110,0.012
100101000010011,0.012
100101000010111,0.012
100101000011001,0.012
100101000100000,0.012
100101000100111,0.012
100101000101010,0.012
100101000101011,0.012
100101000101110,0.024
100101000110011,0.024
100101001001000,0.012
100101001010010,0.012
100101001010110,0.012
100101001011111,0.012
100101001101110,0.012
100101001110000,0.012
100101001110100,0.012
100101001110110,0.012
100101010000000,0.012
100101010000100,0.024
100101010000110,0.012
100101010001000,0.012
100101010001010,0.012
100101010001101,0.012
100101010010000,0.012
100101010010100,0.024
100101010011010,0.012
100101010101001,0.012
100101010101100,0.012
100101010111111,0.012
100101011000010,0.012
100101011000110,0.012
100101011100000,0.012
100101011100010,0.012
100101011100011,0.012
100101011100111,0.012
100101011101011,0.012
100101011110100,0.012
100101100000100,0.012
100101100000111,0.012
100101100010010,0.012
100101100010111,0.012
100101100011101,0.012
100101100100100,0.012
100101100101000,0.012
100101100101110,0.012
100101100111010,0.024
100101100111101,0.012
100101101000100,0.012
100101101001110,0.012
100101101010011,0.012
100101101111010,0.012
100101110000010,0.012
100101110000100,0.012
100101110000101,0.012
100101110001111,0.012
100101110010111,0.012
100101110100100,0.012
100101110101001,0.012
100101110101011,0.012
100101111000000,0.012
100101111000001,0.012
100101111010100,0.012
100101111011100,0.012
100101111110000,0.012
100110000000001,0.012
100110000000011,0.024
100110000000100,0.012
100110000011101,0.012
100110000100000,0.024
100110000101000,0.012
100110000101100,0.012
100110000101110,0.012
100110000110001,0.012
100110000110100,0.012
100110000111110,0.012
100110001000010,0.012
100110001001101,0.012
100110001100011,0.012
100110010000011,0.012
100110010000100,0.012
100110010001101,0.012
100110010001110,0.012
100110010100001,0.012
100110010100110,0.012
100110010110010,0.012
100110010111001,0.012
100110011110010,0.012
100110100000011,0.012
100110100000100,0.012
100110100001100,0.012
100110100001101,0.012
100110100011010,0.012
100110100011111,0.012
100110100101100,0.012
100110100101111,0.012
100110100110111,0.012
100110101110111,0.012
100110110000010,0.012
100110110000011,0.012
100110110010001,0.012
100110110010010,0.012
100110110010011,0.024
100110110010110,0.012
100110110011111,0.012
100110110100000,0.012
100110110100010,0.012
100110110111011,0.024
100110111001100,0.012
100110111101010,0.012
100110111111011,0.012
100111000000001,0.012
100111000000100,0.024
100111000000110,0.012
100111000001000,0.012
100111000001100,0.012
100111000001101,0.024
100111000011010,0.012
100111000100001,0.012
100111000100110,0.024
100111000101001,0.012
100111000101010,0.012
100111000101101,0.012
100111000111010,0.012
100111001000000,0.012
100111001000010,0.012
100111001011011,0.012
100111001100001,0.012
100111010000000,0.012
100111010001011,0.012
100111010011010,0.012
100111010100001,0.012
100111010101110,0.012
100111010101111,0.012
100111010110010,0.012
100111011010010,0.012
100111011011101,0.012
100111011011110,0.012
100111011100001,0.012
100111011111000,0.012
100111100000011,0.012
100111100000110,0.024
100111100001001,0.024
100111100001111,0.012
100111100011101,0.012
100111100100110,0.012
100111100101110,0.012
100111100110001,0.012
100111100110100,0.012
100111100111001,0.012
100111101000010,0.012
100111101010100,0.012
100111101100001,0.012
100111101100111,0.012
100111101101110,0.012
100111101101111,0.012
100111110000011,0.012
100111110001101,0.012
100111110001110,0.012
100111110010000,0.012
100111110011011,0.012
100111110011101,0.012
